,Sentences,Epoch: 1 (ckpt: 831),Epoch: 2 (ckpt: 1662),Epoch: 3 (ckpt: 2493),Epoch: 4 (ckpt: 3324),Epoch: 5 (ckpt: 4155),Epoch: 6 (ckpt: 4986),Epoch: 7 (ckpt: 5817),Epoch: 8 (ckpt: 6648),Epoch: 9 (ckpt: 7479)
2392,Жди и смотри.,1080.0408935546875,813.6865844726562,908.7433471679688,1003.4315795898438,722.8070068359375,520.63720703125,530.9058837890625,418.1754455566406,525.6813354492188
2393,"А Я говорю вам: не противься злому. Но кто ударит тебя в правую щеку твою, обрати к нему и другую;",1212.9683837890625,579.8967895507812,437.24700927734375,360.2040100097656,303.638671875,269.4453125,222.03529357910156,226.65965270996094,208.74563598632812
2394,"Не берите ни мешка, ни сумы, ни обуви, и никого на дороге не приветствуйте.",1514.724609375,703.1160278320312,428.34112548828125,413.6521301269531,327.418701171875,254.3950653076172,161.10971069335938,161.00926208496094,165.51087951660156
2395,"Но нужно знать, как к этому подойти.",378.29998779296875,213.59646606445312,147.77415466308594,130.77008056640625,144.76068115234375,131.5272216796875,178.79437255859375,147.84194946289062,161.41807556152344
2396,А ты...,3196.5673828125,1187.37548828125,1918.7177734375,1157.779052734375,1706.4779052734375,2497.00390625,2072.909912109375,1259.9638671875,2028.4473876953125
2397,"И просил Его весь народ Гадаринской окрестности удалиться от них, потому что они объяты были великимстрахом. Он вошел в лодку и возвратился.",1295.4971923828125,776.5836181640625,583.3224487304688,634.4674072265625,467.36187744140625,324.515380859375,317.64666748046875,286.5280456542969,280.8909606933594
2398,"Ответственность оформителя книг троекратна: ответственность перед читателем, издателем и, прежде всего, перед автором.",3492.29931640625,1676.4090576171875,882.3324584960938,1173.285888671875,982.28369140625,791.1119384765625,781.3101196289062,684.0929565429688,706.3511962890625
2399,Я же не дура.,757.228759765625,392.2449951171875,359.9234924316406,249.2310028076172,193.9558563232422,215.08877563476562,172.51548767089844,185.32635498046875,158.27113342285156
2400,"Уверен, что все хорошо?",181.4601287841797,206.8566436767578,160.92674255371094,119.62609100341797,126.28009796142578,96.87776947021484,96.60445404052734,95.38909912109375,106.4759521484375
2401,"Знайте, что быстрый старт и медленное завершение могут усилить ваш творческий порыв, вы можете мотивировать себя, усомнившись в своих идеях и приняв страх неудачи, чтобы попробовать, и что вам нужно много плохих идей, чтобы получилось несколько хороших.",1218.7921142578125,705.8602294921875,478.0395812988281,468.73443603515625,480.09619140625,395.8252258300781,412.4422302246094,404.73883056640625,403.23974609375
2402,"и кто не несет креста своего и идет за Мною, не может быть Моим учеником.",589.8698120117188,716.0366821289062,473.1995849609375,484.2149658203125,515.7994995117188,507.4478454589844,348.0857849121094,467.39373779296875,619.9783935546875
2403,"Пройдя весь остров до Пафа, нашли они некоторого волхва, лжепророка, Иудеянина, именем Вариисуса,",6009.95703125,2492.256591796875,2319.6689453125,2082.183349609375,2724.09912109375,1840.5714111328125,2089.6982421875,2030.8514404296875,2228.910400390625
2404,И весь народ видел его ходящим и хвалящим Бога;,2514.75634765625,1037.6893310546875,847.21728515625,605.1140747070312,939.8087158203125,920.1382446289062,761.2506103515625,719.9503173828125,512.5481567382812
2405,"Эта маленькая просьба увеличила число участников этого плана на 20%. Было также увеличение числа желающих сэкономить и увеличение сумм, которые они хотели бы положить на сберегательный счёт, — на 4%.",1998.6893310546875,1191.3629150390625,872.5662231445312,1005.9779052734375,605.89306640625,570.6442260742188,600.9718627929688,546.1033935546875,467.8907775878906
2406,Вы никуда не пойдёте.,1101.895751953125,508.2355651855469,514.693115234375,397.7972106933594,249.81019592285156,173.14906311035156,173.6494598388672,129.73609924316406,147.47955322265625
2407,Могут летать.,5586.31787109375,6491.56103515625,7195.51513671875,2569.187744140625,2442.995361328125,1990.3323974609375,4226.42431640625,3942.790771484375,4666.80859375
2408,"За чужим же не идут, но бегут от него, потому что не знают чужого голоса.",660.1587524414062,322.64208984375,350.81231689453125,337.8993835449219,338.3501892089844,267.63446044921875,219.1781768798828,228.49183654785156,212.50680541992188
2409,И чего ты ожидала?,1255.323486328125,943.0035400390625,143.08140563964844,348.6798400878906,123.193115234375,155.8192901611328,120.15483856201172,77.63182067871094,109.76093292236328
2410,"Свидетельство это справедливо. По сей причине обличай их строго, дабы они были здравы в вере,",955.6583862304688,1007.2916259765625,548.9274291992188,443.75457763671875,529.5006713867188,520.258544921875,523.7767333984375,437.5938415527344,434.2445983886719
2411,- Об этом не беспокойся.,372.6346740722656,199.73963928222656,241.53187561035156,191.64254760742188,207.74490356445312,177.76463317871094,203.5453643798828,196.4024200439453,180.75071716308594
2412,"Если вы заинтересованы в покупке Xiaomi редми 3 (Hongmi 3), Я рекомендую интернет-магазин Fastcardtech. Они предлагают надежные услуги и самые низкие цены в интернете, с бесплатной доставкой по всему миру. Нажмите на ссылку ниже, чтобы посетить их сайт:",565.0440063476562,316.8758850097656,97.25846862792969,40.76948547363281,35.302764892578125,21.069631576538086,18.753435134887695,13.141857147216797,12.386943817138672
2413,- Вы без него - ничто.,1761.65673828125,1235.109619140625,722.1786499023438,819.5911254882812,746.7092895507812,819.052001953125,798.96240234375,750.6749267578125,705.5799560546875
2414,"Первые три на момент публикации транслировались в FTA, Cartoon Network закодирован, но не системой Panaccess, которую использует платформа Pantelio, а системами условного доступа Nagra MA (CAID 1882) и Conax (CAID 0B1C), которые использует компания Slovak Telekom у своих DTH платформ Nova Digi TV SK и Magio Sat на спутниках Thor 6 (0,8°W) и Intelsat 10-02 (1°W).",3161.11328125,1046.7850341796875,692.3713989257812,451.3650817871094,294.9575500488281,262.93267822265625,193.11302185058594,119.72486877441406,129.9412078857422
2415,"Я сходил на собрания, на которые должен был сходить.",1218.789794921875,634.353759765625,556.876708984375,587.6228637695312,458.5994567871094,553.1461791992188,391.3794250488281,557.9505004882812,519.467041015625
2416,"Не помните ли, что я, еще находясь у вас, говорил вам это?",488.3887023925781,308.8818359375,204.33236694335938,234.6778564453125,198.6230010986328,166.95645141601562,160.6859893798828,149.39134216308594,158.5447998046875
2417,Я сам.,619.822021484375,591.9097900390625,506.06158447265625,1181.5322265625,958.2246704101562,547.5123901367188,1040.378173828125,1067.4039306640625,916.6903686523438
2418,Только вдумайтесь в это!,3333.739013671875,2606.2080078125,2129.13525390625,718.2590942382812,1380.3660888671875,2414.536865234375,2608.073974609375,1544.71630859375,1385.119873046875
2419,"Пожалуйста, уберите это из меня.",772.5692749023438,289.4229431152344,186.12367248535156,200.33445739746094,102.54785919189453,109.50138092041016,68.60843658447266,89.82525634765625,84.61385345458984
2420,"Зачем вам плита с шестью конфорками, если вы пользуетесь тремя, и то редко?",1616.4136962890625,1119.8172607421875,805.5878295898438,1026.1424560546875,859.038330078125,744.5873413085938,624.9863891601562,634.8590698242188,708.2384643554688
2421,"Они также спросили: «Верите ли вы в то, что стресс приносит вред вашему здоровью?»",1517.00732421875,485.0779113769531,223.5121612548828,187.19656372070312,136.17352294921875,129.55674743652344,132.97613525390625,109.80470275878906,111.1841049194336
2422,"Посетить данное предложение, и вы получите, без промо-кода DJI.com , $50 скидка на Мавик про Альпийский!",863.651611328125,727.4957885742188,300.0259094238281,148.595703125,105.58601379394531,98.94446563720703,72.73355102539062,98.97050476074219,88.27490997314453
2423,"И, взяв чашу, благодарив, подал им: и пили из нее все.",905.5501708984375,692.74951171875,364.0951232910156,411.8298645019531,388.0830383300781,386.8477478027344,418.4672546386719,397.473388671875,368.40106201171875
2424,Время не ждет.,2213.24853515625,1526.3638916015625,6384.546875,4540.94677734375,6890.98193359375,3698.427490234375,5267.23876953125,5207.21923828125,5840.64208984375
2425,"И будут знамения в солнце и луне и звездах, а на земле уныние народов и недоумение; и море восшумит и возмутится;",1282.7086181640625,1007.5111083984375,491.0814514160156,467.390380859375,548.296142578125,485.67108154296875,522.5899658203125,533.6712036132812,495.4600524902344
2426,"На это сказали ему: и ты не из Галилеи ли? рассмотри и увидишь, что из Галилеи не приходит пророк.",1150.707763671875,693.7173461914062,572.3583374023438,643.9271240234375,400.9194641113281,391.3803405761719,443.0853271484375,531.5817260742188,401.34637451171875
2427,"Лучший исполнительный Luxury Private Jet Charter Перелет Денвер, Колорадо-Спрингс, Аврора, Fort Collins, CO Air Plane Прокат компании 720-709-2300 для аэрокосмической рохли пилотной порожних сделки рядом со мной для бизнеса, Аварийный, Личное удовольствие с животными плоскости? Пусть лучше авиастроительная компания поможет вам добраться до следующего пункта назначения быстро и легко дать нам вызов 720-709-2300 для получения дополнительной места рядом с вами!",2413.993408203125,1239.1689453125,675.5709838867188,728.5556640625,476.85162353515625,508.1231689453125,465.67877197265625,316.9654846191406,324.70654296875
2428,"Я передал им слово Твое; и мир возненавидел их, потому что они не от мира, как и Я не от мира.",162.020263671875,119.62174987792969,106.64073944091797,114.68130493164062,83.74898529052734,117.5739974975586,102.26615142822266,118.58573150634766,107.3128433227539
2429,"Надеясь на послушание твое, я написал к тебе, зная,что ты сделаешь и более, нежели говорю.",652.9086303710938,603.3991088867188,359.9017028808594,293.68115234375,310.6296081542969,231.7145233154297,199.8146209716797,244.67979431152344,244.6787567138672
2430,- Не важно.,637.6742553710938,772.4274291992188,857.2689819335938,604.4227905273438,870.4111938476562,769.3899536132812,948.3755493164062,687.837158203125,844.5503540039062
2431,Серьёзно!,3160.56494140625,2262.030517578125,2161.859130859375,1068.4254150390625,740.8198852539062,642.5368041992188,522.0410766601562,414.79498291015625,467.1241149902344
2432,"Но служители, придя, не нашли их в темнице и, возвратившись, донесли,",953.07080078125,1063.448486328125,411.1582336425781,502.24957275390625,493.9878234863281,478.17108154296875,333.69085693359375,407.4732971191406,443.6875
2433,"Когда он спросил про мужчин, что должны делать мужчины, чтобы соответствовать мужской норме в нашей стране, то ответы были такие: всегда контролировать эмоции, работа — на первом месте, стремиться к статусу, применять силу. Если мы хотим найти путь обратно друг к другу,",621.34423828125,412.58740234375,318.7501525878906,275.17108154296875,285.1791687011719,252.8960418701172,256.746337890625,270.2264709472656,233.6180877685547
2434,"Не думайте, что Я буду обвинять вас пред Отцем: есть на вас обвинитель Моисей, на которого вы уповаете.",621.5244140625,438.632568359375,356.1156311035156,306.9117126464844,399.4112854003906,370.9136962890625,314.734375,340.76104736328125,343.3825988769531
2435,- Как знать?,6419.89208984375,2496.13134765625,821.0039672851562,1054.1060791015625,872.008056640625,1883.02197265625,1711.0440673828125,1779.2357177734375,2039.6888427734375
2436,"Все сие Иисус говорил народу притчами, и без притчи не говорил им,",1822.0970458984375,916.3128051757812,763.6456909179688,585.034423828125,612.6917724609375,729.0192260742188,567.3639526367188,583.3319091796875,454.9911193847656
2437,- Что случилось?,868.0296020507812,557.0355224609375,165.01812744140625,141.96658325195312,216.4277801513672,310.4656677246094,364.1484375,223.78997802734375,280.7542419433594
2438,"﻿ Android OpenELEC Enigma2 болон LibreELEC дээр хиймэл дагуулын болон IPTV хүлээн авагч » Скачать актуальные, свежие и рабочие IPTV плейлисты m3u",11136.8974609375,7978.11865234375,4862.07080078125,3386.257080078125,3297.439697265625,3228.882080078125,3372.666015625,2375.0703125,2176.67236328125
2439,Соломон же построил Ему дом.,13295.806640625,4125.5869140625,4418.6689453125,5049.72998046875,2829.093017578125,5627.24365234375,3945.43115234375,2988.672119140625,4341.4189453125
2440,"Когда же те выходили, то привели к Нему человека немого бесноватого.",2873.4501953125,2528.560302734375,1344.7857666015625,1450.46044921875,1358.662841796875,1195.5880126953125,1179.9483642578125,1523.937744140625,1368.5701904296875
2441,"- О, господи.",668.0028686523438,829.9314575195312,377.65802001953125,269.07464599609375,313.0765075683594,295.146240234375,332.6915283203125,276.59210205078125,355.2096862792969
2442,Вы здесь: Главная / Тематические сообщения / Генераторы / Подарочные карты / Google Play генератор кода Gift Card 2018,7465.88671875,890.5528564453125,522.3806762695312,447.55731201171875,353.41058349609375,342.96759033203125,311.679931640625,202.01914978027344,139.8301239013672
2443,Нужно бежать!,5874.029296875,2174.257568359375,924.1625366210938,1269.3258056640625,829.3751831054688,538.64501953125,411.75701904296875,513.0435791015625,440.8129577636719
2444,"Боюсь за вас, не напрасно ли я трудился у вас.",649.9920654296875,580.7637939453125,233.00921630859375,300.4522705078125,163.78390502929688,169.80191040039062,131.6653289794922,175.5001983642578,194.90904235839844
2445,- Сказал. Ты потрясающе выглядишь!,1337.83349609375,738.9539794921875,774.1881103515625,571.7498168945312,640.251220703125,856.2542114257812,927.0711059570312,746.3106079101562,796.0972900390625
2446,Или один я и Варнава не имеем власти не работать?,2898.184814453125,3733.450439453125,3259.23486328125,3884.72607421875,5086.96728515625,3928.6064453125,3522.258544921875,3401.300537109375,2698.773681640625
2447,"Я считаю, на этом нужно сосредоточиться в первую очередь.",331.2906799316406,122.85645294189453,172.2259063720703,194.2086944580078,134.76441955566406,113.66179656982422,170.6226348876953,227.25909423828125,166.87191772460938
2448,прошивку WeTekPlay HDMU 15721 2642 24.07.2016 SDСard 90.97 MB →,5174.43798828125,2342.443115234375,1509.2677001953125,587.92578125,377.37054443359375,408.45220947265625,227.48785400390625,251.1870574951172,214.60031127929688
2449,А зачем вам они?,2917.044921875,1612.4775390625,897.296630859375,624.0780639648438,378.9029846191406,831.0144653320312,909.3580322265625,658.6582641601562,704.0845947265625
2450,"Ниневитяне восстанут на суд с родом сим и осудят его, ибо они покаялись от проповеди Иониной, и вот, здесь больше Ионы.",1215.534423828125,839.8084106445312,835.4161987304688,803.0828857421875,731.8641357421875,761.8453979492188,731.0703125,736.4673461914062,681.5269775390625
2451,Подожди.,1455.2677001953125,465.9044189453125,213.17054748535156,307.652099609375,333.9221496582031,240.02978515625,298.9863586425781,247.09475708007812,290.82794189453125
2452,"Поддержка измерения в граммах (G), унции (OZ) и фунты (ФУНТ)",1449.8602294921875,1045.176513671875,806.0477294921875,643.2464599609375,405.5769348144531,351.609130859375,237.1383514404297,281.2130126953125,258.2838134765625
2453,"И они спросили Его: Учитель! мы знаем, что Ты правдиво говоришь и учишь и не смотришь на лице, но истинно пути Божию учишь;",778.5750732421875,492.3914794921875,347.0697937011719,414.6000061035156,261.5101318359375,291.1433410644531,316.9594421386719,307.27764892578125,323.76715087890625
2454,"Если царство разделится само в себе, неможет устоять царство то;",9819.4892578125,5343.98486328125,5867.99365234375,6121.4658203125,5978.08837890625,2518.345703125,2875.41845703125,2407.697265625,2106.28173828125
2455,Но дело было не только в этом.,274.8668518066406,170.331787109375,142.0281219482422,99.73400115966797,66.2209243774414,71.473388671875,60.62080001831055,50.25419235229492,55.79560852050781
2456,"Я ответила ей: «Запомни, дети не учатся у тех, кто им не нравится».",471.9538879394531,200.08480834960938,208.21646118164062,159.3310089111328,101.4596176147461,103.58656311035156,85.99858856201172,88.05755615234375,79.20352172851562
2457,У тебя есть муж?,814.8903198242188,678.27490234375,302.74725341796875,260.0460510253906,115.51580047607422,173.22677612304688,104.1662368774414,114.43123626708984,120.88571166992188
2458,Нежданьчик.,7510.8271484375,3305.60107421875,2386.341796875,2120.630126953125,2569.66552734375,2766.831298828125,5448.55908203125,2669.04443359375,3387.345703125
2459,"На кого же негодовал Он сорок лет? Не на согрешившихли, которых кости пали в пустыне?",2245.1376953125,1051.057861328125,692.2908935546875,1147.850341796875,528.6477661132812,446.7475280761719,370.0596923828125,406.8778076171875,502.416015625
2460,все становится хуже.,1240.9842529296875,884.35009765625,1370.4078369140625,1109.754638671875,583.2868041992188,587.9647827148438,511.4214782714844,574.3267822265625,716.9622192382812
2461,"Большинство радушен для начинающих в форекс изначально книг написана Кэти Лиен. Это небольшая книга, но это очень полезно для начинающих. Если кто-то хочет узнать больше о Форексе, он / она должна собрать книгу привести книгу высоко предопределена, чтобы дать успех. Пользователь может сохранить доверие об этой книге.",1100.171142578125,805.6216430664062,649.7788696289062,645.1958618164062,482.2095031738281,518.2620849609375,522.667236328125,420.6886291503906,402.3955383300781
2462,"Продолжая учить в храме, Иисус говорил: как говорят книжники, что Христос есть Сын Давидов?",1501.380615234375,658.2783203125,977.1132202148438,668.6166381835938,700.637451171875,787.7098999023438,813.5209350585938,562.09228515625,675.0838012695312
2463,"Главным образом из Индии, Пакистана, Шри Ланки и Непала; эти рабочие рискуют всем для того чтобы заработать денег и вернутся домой к своим семьям",2021.8345947265625,1255.7161865234375,668.9993286132812,529.2346801757812,490.2307434082031,460.45623779296875,512.85107421875,475.2149963378906,477.38214111328125
2464,"опубликовано 14 Март, 2017 по Holmbygden.se",6642.72900390625,2366.297119140625,1513.46337890625,314.32928466796875,259.97772216796875,148.9414520263672,163.61444091796875,144.94358825683594,106.55640411376953
2465,"Что, ты мне не доверяешь?",201.613037109375,99.29847717285156,56.26792526245117,62.067020416259766,62.02610397338867,54.584678649902344,50.47109603881836,49.717891693115234,42.52190017700195
2466,Лучшие из развивающихся экономик - я называю их Новым Востоком - перепрыгнут через воздушную черту.,2699.0478515625,1934.760009765625,749.1812133789062,537.4948120117188,333.7613525390625,365.8136291503906,432.757080078125,427.6845397949219,422.9486389160156
2467,Давайте попробуем кое-что другое».,1080.769775390625,442.7334899902344,244.54368591308594,125.09403991699219,177.13739013671875,152.88601684570312,151.75694274902344,130.76690673828125,125.15019226074219
2468,"Основная мысль тут — будет сгенерировано столько вопросов, сколько необходимо, пока вы не выучите это понятие, пока вы не дадите 10 правильных ответов подряд.",1239.16650390625,927.4987182617188,457.2142639160156,495.7580871582031,315.2584228515625,310.1296691894531,320.7900085449219,291.7325744628906,253.96165466308594
2469,Верно? Это площадь.,1090.474365234375,953.68408203125,696.6865844726562,954.4634399414062,1039.714111328125,701.373779296875,861.6109619140625,808.5838012695312,812.9609985351562
2470,"Ты что, издеваешься?",800.5032958984375,465.3664245605469,284.512939453125,197.21595764160156,189.20069885253906,186.84652709960938,206.19485473632812,123.31524658203125,111.10932159423828
2471,Anundgård: Gunnel Эрикссон 0692-302 25,3056.825439453125,2957.30322265625,2026.4453125,1835.9720458984375,1425.82177734375,1599.875732421875,1050.5833740234375,1451.339111328125,1249.9930419921875
2472,"Первые 2,5% населения являются инноваторами.",3091.9736328125,835.338134765625,232.77955627441406,326.6131591796875,207.3385467529297,170.6460723876953,146.1571044921875,159.13656616210938,128.03382873535156
2473,У нас мало времени.,267.1351623535156,243.43203735351562,236.47584533691406,230.9310302734375,119.46790313720703,160.76675415039062,107.14094543457031,99.82563018798828,130.19053649902344
2474,"Горе вам, законникам, что вы взяли ключ разумения: сами не вошли, и входящим воспрепятствовали.",1977.9119873046875,1200.2232666015625,986.3192749023438,833.7634887695312,962.955810546875,871.3928833007812,801.5927734375,768.2007446289062,758.953369140625
2475,"И сие внушай им, чтобы были беспорочны.",1017.7783203125,621.5389404296875,519.3513793945312,342.86016845703125,434.85565185546875,606.4387817382812,397.817138671875,326.9311828613281,345.95831298828125
2476,"Введите суммы, которые вы хотите добавить. Также наша рубить можете удалить все объявления от этой игры. Максимальная сумма, которую вы можете добавить один раз 9999999 для каждого ресурса.",723.5001220703125,520.564208984375,265.704833984375,257.3963928222656,203.20089721679688,184.2882843017578,236.4424591064453,178.9948272705078,164.01869201660156
2477,Я нашла его.,469.698974609375,189.31259155273438,202.317138671875,195.52806091308594,157.50433349609375,265.1878967285156,187.043701171875,212.38595581054688,250.78408813476562
2478,"и, узнав голос Петра, от радости не отворила ворот, но, вбежав, объявила, что Петр стоит у ворот.",979.425537109375,669.2421875,453.9801025390625,710.4119262695312,538.7634887695312,424.56292724609375,428.7193298339844,409.6867370605469,431.30657958984375
2479,Очень жаль.,1508.2337646484375,1031.0225830078125,477.8515319824219,582.3388671875,547.1890258789062,350.8844299316406,359.9897155761719,452.90960693359375,453.3361511230469
2480,"Никто не отнимает ее у Меня, но Я Сам отдаю ее. Имею власть отдать ее и власть имею опять принять ее. Сию заповедь получил Я от Отца Моего.",2600.6240234375,1442.5120849609375,1012.1858520507812,781.9970092773438,786.7537841796875,759.8057861328125,677.9822387695312,634.6508178710938,592.1183471679688
2481,В результате мы отучаем людей от способности к творчеству.,2872.285888671875,1676.0216064453125,440.0545959472656,342.1112365722656,325.6511535644531,262.0721130371094,270.43890380859375,239.07676696777344,215.77313232421875
2482,Спасибо тебе за всё.,691.2395629882812,812.6133422851562,389.1841735839844,182.81430053710938,146.33827209472656,118.9526596069336,97.73181915283203,75.8192367553711,133.5557403564453
2483,"Неплохо, да?",623.4703979492188,907.8152465820312,241.65316772460938,200.07383728027344,138.2185821533203,125.06594848632812,175.72496032714844,143.96719360351562,170.509033203125
2484,"ибо невозможно, чтобы кровь тельцов и козлов уничтожала грехи.",2236.763671875,3102.625,2592.247314453125,3029.140380859375,1687.3883056640625,2059.198486328125,1951.2598876953125,1987.5164794921875,1758.3502197265625
2485,- Нет.,2403.466796875,962.0805053710938,857.164794921875,2211.516357421875,3298.609619140625,2868.919677734375,2986.395751953125,2076.984375,3786.65283203125
2486,Уверена ли я?,2753.732421875,1654.6527099609375,561.586181640625,592.5392456054688,282.7823791503906,277.96356201171875,331.732177734375,251.86422729492188,310.7947998046875
2487,"Когда же увидите мерзость запустения, реченную пророком Даниилом, стоящую, где не должно, -читающий да разумеет, - тогда находящиеся в Иудее да бегут в горы;",2531.43505859375,1049.3072509765625,847.1279907226562,831.7617797851562,752.1798095703125,704.7120361328125,827.311767578125,807.4873046875,761.6187133789062
2488,"Проклятье, да что с тобой не так?",418.22210693359375,267.230712890625,317.81817626953125,205.87213134765625,167.7723846435547,156.29086303710938,162.64048767089844,132.9562225341797,146.19410705566406
2489,"Потом, желая узнать, в чем обвиняли его, привел его в синедрион их",1110.03564453125,1068.4886474609375,973.4156494140625,915.1041870117188,738.3090209960938,711.1687622070312,527.6336059570312,642.5964965820312,724.1649169921875
2490,"Привет, детка.",505.63726806640625,158.1421356201172,222.77882385253906,173.60963439941406,146.6929168701172,114.78086853027344,91.31844329833984,94.24398040771484,131.53173828125
2491,"Вперёд, проходим.",4501.1552734375,6241.3134765625,3672.881103515625,2210.236572265625,3505.218994140625,1466.9228515625,1686.8525390625,1424.703125,1542.9678955078125
2492,"Ибо тварь с надеждою ожидает откровения сынов Божиих,",16789.69140625,7248.1474609375,1412.422119140625,3360.64208984375,1556.622314453125,2812.66259765625,2315.412109375,2034.4599609375,2381.601318359375
2493,"Исследование последних двух лет, проведённое среди выпускников колледжа, показало, что 57% мальчиков, начинающих работать, — скорее, это уже мужчины — обсуждают условия своей первой зарплаты. и только 7% женщин делают это.",1153.607421875,667.5758666992188,483.51519775390625,518.12744140625,378.12884521484375,257.3268127441406,309.1812744140625,268.4440002441406,248.16986083984375
2494,Я говорю им: «25 тысяч — разве это мало?»,995.8117065429688,633.4961547851562,402.12969970703125,292.3301086425781,341.6953430175781,346.3156433105469,321.6732482910156,319.1897277832031,307.6094055175781
2495,"И была над Ним надпись, написанная словами греческими, римскими и еврейскими: Сей есть Царь Иудейский.",1130.0982666015625,1000.569580078125,617.756591796875,497.6141662597656,511.8462219238281,410.9522399902344,363.3424072265625,485.48004150390625,445.0032653808594
2496,И некоторые примеры готовых шаблонов:,35360.4609375,18362.41015625,12458.015625,12047.6689453125,7398.0361328125,9841.8115234375,7954.71875,9931.884765625,8182.9150390625
2497,- Никогда о нем не слышал.,483.2853698730469,261.676025390625,369.97308349609375,247.85540771484375,134.59410095214844,123.41313171386719,97.44702911376953,111.204833984375,129.98756408691406
2498,"Позднее, придя в себя, я была в шоке от того, что всё ещё жива.",210.1820068359375,148.45562744140625,126.5731430053711,120.95952606201172,77.55726623535156,69.9601821899414,90.97657012939453,78.19731903076172,72.17919921875
2499,Я художник и дважды отец.,2524.86376953125,2291.82763671875,2760.51513671875,2796.159912109375,1857.740478515625,3296.458740234375,2675.7666015625,2595.64404296875,2842.1572265625
2500,"Побеждающему дам сесть со Мною на престоле Моем, как и Я победил и сел с Отцем Моим на престоле Его.",1264.1734619140625,707.5478515625,445.3150634765625,374.2984924316406,359.141357421875,452.4768371582031,364.5740966796875,449.1646423339844,500.0672912597656
2501,"Идеальный отец будет жестким, но нежным.",1752.035400390625,540.2598876953125,409.6722717285156,342.5444641113281,268.0019836425781,305.7027893066406,323.2162780761719,264.0992431640625,254.93557739257812
2502,Кто бы говорил.,614.4791259765625,539.1278686523438,462.90362548828125,572.1425170898438,406.5101623535156,865.8109741210938,816.1167602539062,690.937744140625,725.927734375
2503,"Ұлыбритания слоттары, Roulette £1000 Bonus, Goldman Online Mobile Casino!",8532.6298828125,6249.986328125,2396.184326171875,1973.5584716796875,1357.1365966796875,1451.851318359375,1050.945556640625,1096.2828369140625,800.1980590820312
2504,"А вскоре, небо населяли птицы.",5894.72021484375,3421.1875,2628.18994140625,1918.4268798828125,2887.53857421875,2497.905517578125,1381.11865234375,1838.3406982421875,1932.285400390625
2505,Ты сама знаешь,2848.777099609375,4126.9169921875,2988.409912109375,1296.739501953125,804.3671875,1272.655517578125,1196.4017333984375,1182.042724609375,1226.628173828125
2506,"И, зажегши свечу, не ставят ее под сосудом, но на подсвечнике, и светит всем в доме.",663.4634399414062,590.2460327148438,435.43121337890625,310.3218078613281,288.8713073730469,257.72308349609375,227.8686981201172,206.4656219482422,210.35816955566406
2507,"Наш первый проект, тот, который вдохновил меня на написание своей первой книги, «Ripples from the Zambezi» [«Отголоски с Замбези»], был проектом, в котором мы, итальянцы, решили учить жителей Замбии выращивать продукты питания.",1606.12744140625,1022.7131958007812,651.1466674804688,576.5474243164062,478.08648681640625,438.9991455078125,452.4341125488281,435.14105224609375,373.8552551269531
2508,Я тебя обыскался.,2201.2490234375,590.3848266601562,295.1705627441406,250.93553161621094,186.9126434326172,154.86463928222656,180.40635681152344,159.00843811035156,165.38584899902344
2509,"Выйдя из синагоги, Он вошел в дом Симона; теща же Симонова была одержима сильною горячкою; и просили Его о ней.",2002.02587890625,1049.0625,498.51690673828125,522.1597900390625,428.6990966796875,566.8737182617188,474.7867126464844,438.6519775390625,523.9096069335938
2510,"Вот, возьми мой.",1156.93408203125,902.4362182617188,418.1190185546875,605.1879272460938,653.4879760742188,542.571044921875,436.8174743652344,484.71002197265625,509.78289794921875
2511,"Я стала начальником подразделения нейрофизиологии клинического отдела этой команды. И мы наконец можем использовать эту технологию для того, чтобы помочь детям с отклонениями работы головного мозга.",1485.7034912109375,1043.989501953125,440.6692199707031,448.4564514160156,451.28265380859375,332.5061340332031,300.0469665527344,290.45501708984375,232.8487091064453
2512,"Не хочу оставить вас, братия, в неведении и о дарах духовных.",728.0339965820312,445.4508056640625,325.51080322265625,317.348876953125,271.6426696777344,371.4942626953125,372.94415283203125,366.676513671875,289.1259765625
2513,"И модель, с которой мы работаем в больницах, а также во множестве других различных зданий - держать уличное снаружи.",411.8974304199219,412.2983093261719,328.51025390625,333.1614074707031,262.66876220703125,206.4193572998047,207.0922393798828,176.5089874267578,180.8274383544922
2514,"Ты же понимаешь, правда?",302.1358947753906,166.3742218017578,134.67550659179688,123.75970458984375,69.662841796875,109.25942993164062,76.66422271728516,95.78838348388672,91.63337707519531
2515,"Но есть и другой путь, и я на этом закончу.",240.23426818847656,195.70025634765625,192.59841918945312,120.29792022705078,140.1606903076172,129.88893127441406,146.6331787109375,95.39751434326172,112.74925231933594
2516,"Женщина говорит Ему: господин! тебе и почерпнуть нечем, а колодезь глубок; откуда же у тебя вода живая?",2937.247314453125,1735.5576171875,1514.4329833984375,1416.61474609375,1027.74853515625,1375.6705322265625,1032.473876953125,958.57470703125,827.0782470703125
2517,"В тот момент я понял, сколько негативной энергии требуется, чтобы удерживать эту ненависть внутри себя.",724.0450439453125,433.0211181640625,325.1079406738281,204.29165649414062,156.96983337402344,143.81918334960938,160.6355743408203,138.6370086669922,118.96185302734375
2518,"Иисус говорит ему: встань, возьми постель твою и ходи.",1275.798583984375,459.7998046875,349.7702331542969,268.04351806640625,207.4723663330078,144.25250244140625,151.9807891845703,150.66969299316406,137.78504943847656
